codigo,descricao,sigla,cod_descricao
1000,Agravo,Ag,1000:Agravo
1420,Guarda,Guarda,1420:Guarda
200,Agravos,Agr,200:Agravos
1209,Agravos,Ag,1209:Agravos
409,Anistia,Anisti,409:Anistia
80,Avarias,Avaria,80:Avarias
92,Despejo,Despej,92:Despejo
100,Dúvida,Duvida,100:Dúvida
410,Indulto,Indult,410:Indulto
12562,Pet-Adm,PET-ADM,12562:Pet-Adm
1401,Adoção,Adocao,1401:Adoção
178,Arresto ,Arrest,178:Arresto 
180,Atentado,Atent,180:Atentado
182,Caução,Cauçao,182:Caução
11551,Consulta,CtaEl,11551:Consulta
12234,Curatela,Cur,12234:Curatela
191,Protesto,Protes,191:Protesto
12228,Protesto,Protes,12228:Protesto
1364,Denúncia,Den,1364:Denúncia
35,Depósito,Deposi,35:Depósito
1333,Inquerito,Inq,1333:Inquerito
304,Liberdade,Liberd,304:Liberdade
1057,Petição,Pet,1057:Petição
1338,Petição,Pet,1338:Petição
12127,Remição,Rem,12127:Remição
142,Sonegados,Sonega,142:Sonegados
11894, Comissão,Comissão,11894: Comissão
11043,Deserção,Des,11043:Deserção
224,Exceções,Exceco,224:Exceções
186,Exibição,Exibic,186:Exibição
1042,Inquérito,Inq,1042:Inquérito
1304,Inspeção,Insp,1304:Inspeção
40,Monitória,Monito,40:Monitória
236,Oposição,Oposic,236:Oposição
12783,Oposição,Ops,12783:Oposição
196,Seqüestro,Seques,196:Seqüestro
329,Seqüestro,Seques,329:Seqüestro
49,Usucapião,Usucap,49:Usucapião
238,Avocatória,Avocat,238:Avocatória
11542,Correição,Cor,11542:Correição
11544,Instrução,Inst,11544:Instrução
39,Inventário,Invent,39:Inventário
1265,Precatório,Precat,1265:Precatório
1677,Precatório,Prc,1677:Precatório
1330,Extradição,Ext,1330:Extradição
11044,Insubmissão,Insub,11044:Insubmissão
58,Interdição,Interd,58:Interdição
1377,Queixa Crime,QC,1377:Queixa Crime
1028,Sindicância,SD,1028:Sindicância
1308,Sindicância,Sind,1308:Sindicância
1472,Advertência ,Advert,1472:Advertência 
11888,Ato Normativo,Ato,11888:Ato Normativo
242,Comunicação,Cm,242:Comunicação
1325,Comunicação,Cm,1325:Comunicação
1671,Comunicação,Com,1671:Comunicação
1415,Emancipação,Emanci,1415:Emancipação
1331,Habeas Corpus,HC,1331:Habeas Corpus
1720,Habeas Corpus,HC,1720:Habeas Corpus
38,Habilitação,Habili,38:Habilitação
11889,Nota Técnica,NT,11889:Nota Técnica
1373,Notificação,Not,1373:Notificação
1725,Notificação,Notif,1725:Notificação
12226,Notificação,Notif,12226:Notificação
1424,Providência ,Prov,1424:Providência 
1468,Semiliberdade,Semili,1468:Semiliberdade
48,Sobrepartilha,Sobrep,48:Sobrepartilha
12233,Tutela Cível,TutCiv,12233:Tutela Cível
1319,Agravo Interno,AgIn,1319:Agravo Interno
66,Ação Popular,APop,66:Ação Popular
12082,Carta Arbitral,CartArb,12082:Carta Arbitral
1371,Interpelação,Int,1371:Interpelação
1726,Interpelação,Inter,1726:Interpelação
12227,Interpelação,Interp,12227:Interpelação
190,Justificação,Justif,190:Justificação
270,Notícia-Crime,Notici,270:Notícia-Crime
1375,Processo Crime,PC,1375:Processo Crime
1291,Reabilitação,Reabil,1291:Reabilitação
1385,Seção Cível,SecCiv,1385:Seção Cível
12121,Auto De Prisão,APri,12121:Auto De Prisão
1311,Ação Cautelar,AC,1311:Ação Cautelar
12061,Ação Cautelar,AC,12061:Ação Cautelar
83,Cautelar Fiscal,CauFis,83:Cautelar Fiscal
274,Interpelações,Interp,274:Interpelações
11545,Lista Tríplice,LT,11545:Lista Tríplice
1062,Medida Cautelar,MC,1062:Medida Cautelar
1337,Medida Cautelar,MC,1337:Medida Cautelar
121,Naturalização,Natura,121:Naturalização
12123,Roteiro De Pena,RPen,12123:Roteiro De Pena
1295,Alvará Judicial,Alvará,1295:Alvará Judicial
1047,Carta Rogatória,Rog,1047:Carta Rogatória
1324,Carta Rogatória,Rogato,1324:Carta Rogatória
90,Desapropriação,Desapr,90:Desapropriação
96,Discriminatória,Discri,96:Discriminatória
57,Herança Jacente,HerJac,57:Herança Jacente
241,Petição Cível,PetCiv,241:Petição Cível
11028,Processo Militar,ProcMil,11028:Processo Militar
1343,Recurso Criminal,RC,1343:Recurso Criminal
1267,Recurso De Multa,RM,1267:Recurso De Multa
213,Recurso Especial,REsp,213:Recurso Especial
1032,Recurso Especial,REsp,1032:Recurso Especial
134,Registro Torrens,RegTor,134:Registro Torrens
1321,Agravo Regimental,AgR,1321:Agravo Regimental
198,Apelação Cível,ApCiv,198:Apelação Cível
1035,Apelação Cível,ApC,1035:Apelação Cível
1358,Apelação Cível,ACi,1358:Apelação Cível
30,Arrolamento Comum,ArrCom,30:Arrolamento Comum
1357,Ação Regressiva,ARg,1357:Ação Regressiva
293,Crimes Ambientais,CriAmb,293:Crimes Ambientais
1233,Efeito Suspensivo,ES,1233:Efeito Suspensivo
408,Excesso Ou Desvio,ExcDes,408:Excesso Ou Desvio
1116,Execução Fiscal,ExFis,1116:Execução Fiscal
113,Imissão Na Posse,ImiPos,113:Imissão Na Posse
312,Pedido De Prisão,PedPri,312:Pedido De Prisão
175,Processo Cautelar,ProcCau,175:Processo Cautelar
268,Processo Criminal,ProCri,268:Processo Criminal
11030,Processo Criminal,ProcCrim,11030:Processo Criminal
284,Processo Especial,ProEsp,284:Processo Especial
1376,Processo Judicial,PJ,1376:Processo Judicial
1341,Questão De Ordem,QO,1341:Questão De Ordem
11548,Recurso Eleitoral,REl,11548:Recurso Eleitoral
11957,Remição De Pena,RemPena,11957:Remição De Pena
428,Revisão Criminal,RvC,428:Revisão Criminal
1349,Revisão Criminal,RvC,1349:Revisão Criminal
1678,Revisão Criminal,RvCr,1678:Revisão Criminal
12394,Revisão Criminal,RevCrim,12394:Revisão Criminal
237,Atos E Expedientes,AtoExp,237:Atos E Expedientes
12232,Ação De Partilha,APart,12232:Ação De Partilha
12389,Ação De Partilha,APart,12389:Ação De Partilha
181,Busca E Apreensão,BusApr,181:Busca E Apreensão
183,Cautelar Inominada,CauInom,183:Cautelar Inominada
407,Conversão De Pena,Conver,407:Conversão De Pena
297,Crimes De Imprensa,CriImp,297:Crimes De Imprensa
987,Dissídio Coletivo,DC,987:Dissídio Coletivo
1365,Embargos Remetidos,ER,1365:Embargos Remetidos
386,Execução Da Pena,ExPe,386:Execução Da Pena
12789,Execução De Pena,EP,12789:Execução De Pena
165,Insolvência Civil,InsCiv,165:Insolvência Civil
308,Medidas Cautelares,MedCau,308:Medidas Cautelares
1727,Petição Criminal,PetCrim,1727:Petição Criminal
281,Procedimento Comum,ProcedCom,281:Procedimento Comum
11427,Processo Eleitoral,ProEl,11427:Processo Eleitoral
1008,Recurso De Revista,RR,1008:Recurso De Revista
1380,Recurso De Revista,RR,1380:Recurso De Revista
1031,Recurso Ordinário,RO,1031:Recurso Ordinário
1383,Sentença Arbitral,SA,1383:Sentença Arbitral
12249,Suspensão Em Irdr,SusIRDR,12249:Suspensão Em Irdr
12250,Suspensão Em Irdr,SusIRDR,12250:Suspensão Em Irdr
417,Apelação Criminal,ApCrim,417:Apelação Criminal
1359,Apelação Criminal,ACr,1359:Apelação Criminal
77,Arribadas Forçadas,ArrFor,77:Arribadas Forçadas
179,Arrolamento De Bens,ArrBen,179:Arrolamento De Bens
1312,Ação  Originária,ACO,1312:Ação  Originária
1389,Ação De Alimentos,AAlim,1389:Ação De Alimentos
411,Comutação De Pena,ComPen,411:Comutação De Pena
12625,Direito De Resposta,DR,12625:Direito De Resposta
12552,Direitos Políticos,DP,12552:Direitos Políticos
1715,Embargos Do Acusado,EmbAc,1715:Embargos Do Acusado
1435,Execução De Multa,ExeMul,1435:Execução De Multa
279,Inquérito Policial,IP,279:Inquérito Policial
1369,Inquérito Policial,IP,1369:Inquérito Policial
1469,Liberdade Assistida,LibAss,1469:Liberdade Assistida
11547,Recursos Eleitorais,RsEls,11547:Recursos Eleitorais
12558,Registro De Debates,RD,12558:Registro De Debates
1459,Seção Infracional,SecInfr,1459:Seção Infracional
31,Arrolamento Sumário,ArrSum,31:Arrolamento Sumário
418,Carta Testemunhável,CT,418:Carta Testemunhável
1361,Carta Testemunhável,CT,1361:Carta Testemunhável
85,Compromisso Arbitral,ComArb,85:Compromisso Arbitral
12551,Descarte De Material,DM,12551:Descarte De Material
11046,Deserção De Praça,DesPr,11046:Deserção De Praça
98,Divórcio Consensual,DivCon,98:Divórcio Consensual
12372,Divórcio Consensual,DivCons,12372:Divórcio Consensual
1328,Embargos Divergentes,EDv,1328:Embargos Divergentes
324,Exceção Da Verdade,Verdad,324:Exceção Da Verdade
1063,Exceção Da Verdade,ExVerd,1063:Exceção Da Verdade
1366,Exceção Da Verdade,EV,1366:Exceção Da Verdade
1269,Habeas Corpus Cível,HCCiv,1269:Habeas Corpus Cível
303,Medidas Garantidoras,MedGar,303:Medidas Garantidoras
214,Outros Procedimentos,OutPro,214:Outros Procedimentos
1374,Pedido De Avocação,PAv,1374:Pedido De Avocação
1436,Processos Cautelares,ProCau,1436:Processos Cautelares
11039,Reclamação Militar,RclMil,11039:Reclamação Militar
12126,Regressão De Regime,RegRem,12126:Regressão De Regime
11892,Revisão Disciplinar,RevDis,11892:Revisão Disciplinar
1208,Agravo Interno Cível,AgIntCiv,1208:Agravo Interno Cível
63,Ação Civil Coletiva,ACC,63:Ação Civil Coletiva
65,Ação Civil Pública,ACPCiv,65:Ação Civil Pública
980,Ação De Cumprimento,ACum,980:Ação De Cumprimento
258,Carta De Ordem Cível,CartOrdCiv,258:Carta De Ordem Cível
11045,Deserção De Oficial,DesOf,11045:Deserção De Oficial
208,Embargos Infringentes,EI,208:Embargos Infringentes
1007,Embargos Infringentes,EIT,1007:Embargos Infringentes
1329,Embargos Infringentes,EI,1329:Embargos Infringentes
1334,Intervenção Federal,IF,1334:Intervenção Federal
1674,Intervenção Federal,IF,1674:Intervenção Federal
1029,Mandado De Segurança,MS,1029:Mandado De Segurança
1336,Mandado De Segurança,MS,1336:Mandado De Segurança
10979,Petição Infracional,PetInfJuvInfr,10979:Petição Infracional
11531,Prestação De Contas,PC,11531:Prestação De Contas
11031,Procedimento Especial,ProcEsp,11031:Procedimento Especial
22,Procedimento Sumário,ProSum,22:Procedimento Sumário
12125,Progressão De Regime,ProgRem,12125:Progressão De Regime
12122,Reclamação Criminal,ReclCrim,12122:Reclamação Criminal
1071,Recursos Trabalhistas,RecTrab,1071:Recursos Trabalhistas
135,Relatório Falimentar,RelFal,135:Relatório Falimentar
140,Revisional De Aluguel,RevAlu,140:Revisional De Aluguel
1026,Sentença Estrangeira,SE,1026:Sentença Estrangeira
1350,Sentença Estrangeira,SE,1350:Sentença Estrangeira
195,Separação De Corpos,SepCor,195:Separação De Corpos
141,Separação Litigiosa,SepLit,141:Separação Litigiosa
12784,Suspeição De Perito,SPer,12784:Suspeição De Perito
1352,Suspensão De Liminar,SL,1352:Suspensão De Liminar
278,Termo Circunstanciado,TCO,278:Termo Circunstanciado
1284,Unificação De Penas,UniPen,1284:Unificação De Penas
1703,Autorização Judicial,AutoJud,1703:Autorização Judicial
11528,Ação Penal Eleitoral,APEl,11528:Ação Penal Eleitoral
1307,Correição Ordinária,CorOrd,1307:Correição Ordinária
172,Embargos À Execução,EE,172:Embargos À Execução
12785,Embargos À Execução,EE,12785:Embargos À Execução
1714,Execução Provisória,ExeProv,1714:Execução Provisória
12554,Filiação Partidária,FP,12554:Filiação Partidária
307,Habeas Corpus Criminal,HCCrim,307:Habeas Corpus Criminal
232,Incidente De Falsidade,IncFal,232:Incidente De Falsidade
332,Incidente De Falsidade,IncFal,332:Incidente De Falsidade
12782,Incidente De Falsidade,IFa,12782:Incidente De Falsidade
1709,Interdito Proibitório,Interdito,1709:Interdito Proibitório
12128,Livramento Condicional,LivCond,12128:Livramento Condicional
269,Medidas Preparatórias,MedPre,269:Medidas Preparatórias
1701,Nomeação De Advogado,NomAdv,1701:Nomeação De Advogado
12465,Petição Corregedoria,PetCor,12465:Petição Corregedoria
158,Processo De Execução,ProcExe,158:Processo De Execução
1430,Processo De Execução,ProExe,1430:Processo De Execução
11536,Propaganda Partidária,PropPart,11536:Propaganda Partidária
129,Recuperação Judicial,RecJud,129:Recuperação Judicial
1299,Recurso Administrativo,RecAdm,1299:Recurso Administrativo
1345,Recurso Em Habeas Data,RHD,1345:Recurso Em Habeas Data
306,Relaxamento De Prisão,RelPri,306:Relaxamento De Prisão
11546,Revisão De Eleitorado,RvE,11546:Revisão De Eleitorado
60,Separação Consensual,SepCon,60:Separação Consensual
1384,Suspensão De Direitos,SD,1384:Suspensão De Direitos
12780,Admissão De Assistente,AAs,12780:Admissão De Assistente
177,Apreensão De  Títulos,AprTit,177:Apreensão De  Títulos
11530,Apuração De Eleição,AE,11530:Apuração De Eleição
45,Ação De Exigir Contas,AEC,45:Ação De Exigir Contas
335,Carta De Ordem Criminal,CartOrdCrim,335:Carta De Ordem Criminal
264,Carta Rogatória Cível,RogatoCiv,264:Carta Rogatória Cível
1680,Consulta Administrativa,ConsAdm,1680:Consulta Administrativa
1723,Contraprotesto Judicial,CProt,1723:Contraprotesto Judicial
34,Demarcação / Divisão,DemDiv,34:Demarcação / Divisão
1112,Execução De Alimentos,ExeAli,1112:Execução De Alimentos
1070,Incidentes Trabalhistas,IncTra,1070:Incidentes Trabalhistas
1034,Interpelação Judicial,IJ,1034:Interpelação Judicial
328,Medidas Assecuratórias,MedAss,328:Medidas Assecuratórias
11552,Pedido De Desaforamento,PDEl,11552:Pedido De Desaforamento
1199,Pedido De Providências,PP,1199:Pedido De Providências
26,Procedimentos Especiais,ProEsp,26:Procedimentos Especiais
1298,Processo Administrativo,PA,1298:Processo Administrativo
1340,Processo Administrativo,PAdm,1340:Processo Administrativo
422,Protesto Por Novo Júri,PrNoJu,422:Protesto Por Novo Júri
212,Recurso Extraordinário,RE,212:Recurso Extraordinário
1348,Recurso Extraordinário,RE,1348:Recurso Extraordinário
11532,Registro De Candidatura,RCand,11532:Registro De Candidatura
12764,Separação Contenciosa,SepCon,12764:Separação Contenciosa
206,Agravo Regimental Cível,AgRCiv,206:Agravo Regimental Cível
176,Alimentos - Provisionais,AliPro,176:Alimentos - Provisionais
330,Arresto / Hipoteca Legal,ArrHipLeg,330:Arresto / Hipoteca Legal
218,Assistência Judiciária,AssJud,218:Assistência Judiciária
11787,Assistência Judiciária,AssJudCrim,11787:Assistência Judiciária
261,Carta Precatória Cível,CartPrecCiv,261:Carta Precatória Cível
1053,Conflito De Atribuição,CAt,1053:Conflito De Atribuição
1285,Conflito De Atribuição,CA,1285:Conflito De Atribuição
325,Conflito De Jurisdição,ConfJurisd,325:Conflito De Jurisdição
1363,Conflito De Jurisdição,CJ,1363:Conflito De Jurisdição
156,Cumprimento De Sentença,CumSen,156:Cumprimento De Sentença
1327,Embargos De Declaração,ED,1327:Embargos De Declaração
323,Exceção De Impedimento,ExcImpedi,323:Exceção De Impedimento
1230,Exceção De Impedimento,ExcImp,1230:Exceção De Impedimento
1672,Exceção De Impedimento,ExImp,1672:Exceção De Impedimento
318,Exceção De Suspeição,ExcSuspei,318:Exceção De Suspeição
1231,Exceção De Suspeição,ExcSusp,1231:Exceção De Suspeição
1367,Exceção De Suspeição,ES,1367:Exceção De Suspeição
1673,Exceção De Suspeição,ExSusp,1673:Exceção De Suspeição
114,Impugnação De Crédito,ImpCre,114:Impugnação De Crédito
115,Inquérito Extrajudicial,InqExt,115:Inquérito Extrajudicial
12073,Internação Provisória,InterProv,12073:Internação Provisória
41,Nunciação De Obra Nova,NunciObr,41:Nunciação De Obra Nova
122,Opção De Nacionalidade,OpcNac,122:Opção De Nacionalidade
12071,Procedimentos Cautelares,ProcCau,12071:Procedimentos Cautelares
1106,Processo De Conhecimento,ProcCon,1106:Processo De Conhecimento
1386,Processo De Conhecimento,ProCon,1386:Processo De Conhecimento
127,Protesto Formado A Bordo,PrFoBo,127:Protesto Formado A Bordo
12229,Protesto Formado A Bordo,PrFoBo,12229:Protesto Formado A Bordo
1301,Reclamação Disciplinar,RD,1301:Reclamação Disciplinar
1344,Recurso Em Habeas Corpus,RHC,1344:Recurso Em Habeas Corpus
460,Recurso Inominado Cível,RecInoCiv,460:Recurso Inominado Cível
271,Representação Criminal,RpCr,271:Representação Criminal
1310,Supremo Tribunal Federal,STF,1310:Supremo Tribunal Federal
1353,Suspensão De Segurança,SS,1353:Suspensão De Segurança
1679,Suspensão De Segurança,SS,1679:Suspensão De Segurança
1360,Arguição De Relevância,ARv,1360:Arguição De Relevância
1323,Arguição De Suspeição,AS,1323:Arguição De Suspeição
1315,Ação Cível Originária,AO,1315:Ação Cível Originária
375,Carta Rogatória Criminal,RogatoCrim,375:Carta Rogatória Criminal
1362,Conflito De Atribuições,CA,1362:Conflito De Atribuições
55,Declaração De Ausência,DecAus,55:Declaração De Ausência
170,Embargos À Adjudicação,EAdj,170:Embargos À Adjudicação
171,Embargos À Arrematação,EArr,171:Embargos À Arrematação
111,Habilitação De Crédito,HabCre,111:Habilitação De Crédito
1368,Inquérito Administrativo,IA,1368:Inquérito Administrativo
12466,Inquérito Administrativo,IA,12466:Inquérito Administrativo
1372,Liquidação De Sentença,LS,1372:Liquidação De Sentença
7,Procedimento Comum Cível,ProceComCiv,7:Procedimento Comum Cível
11040,Recurso Inominado Militar,RecInMil,11040:Recurso Inominado Militar
211,Recurso Ordinário Cível,ROCiv,211:Recurso Ordinário Cível
137,Renovatória De Locação,RenLoc,137:Renovatória De Locação
413,Agravo De Execução Penal,AgExPe,413:Agravo De Execução Penal
11881,Agravo Em Recurso Especial,AgREsp,11881:Agravo Em Recurso Especial
1729,Agravo Regimental Criminal,ArRCrim,1729:Agravo Regimental Criminal
1474,Carta De Ordem Infracional,CartOrdInfr,1474:Carta De Ordem Infracional
355,Carta Precatória Criminal,CartPrecCrim,355:Carta Precatória Criminal
32,Consignação Em Pagamento,ConPag,32:Consignação Em Pagamento
10942,Correição Parcial Cível,CorreParcCiv,10942:Correição Parcial Cível
89,Depósito Da Lei 8. 866/94,Depos,89:Depósito Da Lei 8. 866/94
322,Exceção De Coisa Julgada,CoiJul,322:Exceção De Coisa Julgada
240,Instrução De Rescisória,InsRes,240:Instrução De Rescisória
12629,Pedido De Novas Eleições,PNE,12629:Pedido De Novas Eleições
192,Posse Em Nome Do Nascituro,PoNoNa,192:Posse Em Nome Do Nascituro
1067,Procedimentos Trabalhistas,ProcedTrab,1067:Procedimentos Trabalhistas
11549,Recurso Especial Eleitoral,REspEl,11549:Recurso Especial Eleitoral
199,Remessa Necessária Cível,RemNecCiv,199:Remessa Necessária Cível
234,Remoção De Inventariante,RemInv,234:Remoção De Inventariante
12369,Tomada De Decisão Apoiada,TDA,12369:Tomada De Decisão Apoiada
12370,Tomada De Decisão Apoiada,TDA,12370:Tomada De Decisão Apoiada
76,Apreensão De Embarcações,AprEmb,76:Apreensão De Embarcações
1316,Ação Originária Especial,AOE,1316:Ação Originária Especial
11955,Cautelar Inominada Criminal,CauInomCrim,11955:Cautelar Inominada Criminal
54,Confirmação De Testamento,ConTes,54:Confirmação De Testamento
11034,Conselho De Justificação ,ConsJust,11034:Conselho De Justificação 
86,Consignatória De Aluguéis,ConAlu,86:Consignatória De Aluguéis
1303,Correição Extraordinária,CorExt,1303:Correição Extraordinária
11042,Correição Parcial Militar,CorParMil,11042:Correição Parcial Militar
432,Desaforamento De Julgamento,Desafor,432:Desaforamento De Julgamento
988,Dissídio Coletivo De Greve,DCG,988:Dissídio Coletivo De Greve
37,Embargos De Terceiro Cível,ETCiv,37:Embargos De Terceiro Cível
1232,Exceção De Incompetência,ExcInc,1232:Exceção De Incompetência
10933,Habilitação Para Adoção,HabAdo,10933:Habilitação Para Adoção
11041,Inquérito Policial Militar,IPM,11041:Inquérito Policial Militar
1297,Intervenção Em Município,IntMun,1297:Intervenção Em Município
1289,Outras Medidas Provisionais,OuMePr,1289:Outras Medidas Provisionais
12377,Prestação De Contas Anual,PC-PP,12377:Prestação De Contas Anual
12075,Procedimento Conciliatório,PCon,12075:Procedimento Conciliatório
128,Recuperação Extrajudicial,RecExt,128:Recuperação Extrajudicial
194,Regulamentação De Visitas,RegVis,194:Regulamentação De Visitas
12084,Tutela Cautelar Antecedente,TutCautAntec,12084:Tutela Cautelar Antecedente
12134,Tutela Cautelar Antecedente,TutCautAnt,12134:Tutela Cautelar Antecedente
52,Alienação Judicial De Bens,AlJuBe,52:Alienação Judicial De Bens
280,Auto De Prisão Em Flagrante,AuPrFl,280:Auto De Prisão Em Flagrante
123,Averiguação De Paternidade,AvePat,123:Averiguação De Paternidade
1356,Ação Ordinária Regressiva,AOR,1356:Ação Ordinária Regressiva
12627,Ação Rescisória Eleitoral,ARE,12627:Ação Rescisória Eleitoral
