codigo,descricao,cod_descricao
12278,Fim,12278:Fim
12279,Fim,12279:Fim
12169,Paga,12169:Paga
12176,Paga,12176:Paga
12103,Pauta,12103:Pauta
12310,Pauta,12310:Pauta
12203,Adiado,12203:Adiado
479,Custas,479:Custas
392,Libelo,392:Libelo
803,Libelo,803:Libelo
12306,Perito,12306:Perito
393,Queixa,393:Queixa
404,Queixa,404:Queixa
12302,Curador,12302:Curador
11554,Indulto,11554:Indulto
12747,Inicial,12747:Inicial
12277,Início,12277:Início
12199,Julgado,12199:Julgado
67,Juntada,67:Juntada
339,Liminar,339:Liminar
348,Liminar,348:Liminar
792,Liminar,792:Liminar
892,Liminar,892:Liminar
12201,Liminar,12201:Liminar
12207,Liminar,12207:Liminar
12209,Liminar,12209:Liminar
12211,Liminar,12211:Liminar
106,Mandado,106:Mandado
985,Mandado,985:Mandado
12200,Mérito,12200:Mérito
112,Ofício,112:Ofício
987,Ofício,987:Ofício
12608,Parcial,12608:Parcial
12609,Parcial,12609:Parcial
12610,Parcial,12610:Parcial
12611,Parcial,12611:Parcial
12321,Parecer,12321:Parecer
128,Prisão,128:Prisão
381,Recurso,381:Recurso
804,Recurso,804:Recurso
1060,Recurso,1060:Recurso
123,Remessa,123:Remessa
978,Remessa,978:Remessa
980,Remessa,980:Remessa
982,Remessa,982:Remessa
12326,Consulta,12326:Consulta
15,Contador,15:Contador
16,Cálculo,16:Cálculo
3,Decisão,3:Decisão
12529,Decisão,12529:Decisão
11009,Despacho,11009:Despacho
12525,Mediador,12525:Mediador
12296,Registro,12296:Registro
12309,Retirada,12309:Retirada
12205,Retirado,12205:Retirado
11393,Sanção,11393:Sanção
481,Tributos,481:Tributos
206,Admissão,206:Admissão
354,Alimentos,354:Alimentos
12170,Cancelada,12170:Cancelada
12177,Cancelada,12177:Cancelada
12284,Citação,12284:Citação
391,Denúncia,391:Denúncia
402,Denúncia,402:Denúncia
581,Documento,581:Documento
12270,Documento,12270:Documento
12431,Embargos ,12431:Embargos 
12032,Exequatur,12032:Exequatur
12034,Exequatur,12034:Exequatur
12447,Pagamento,12447:Pagamento
85,Petição,85:Petição
12271,Petição,12271:Petição
1003,Remição,1003:Remição
12617,Renúncia,12617:Renúncia
12432,Afetação,12432:Afetação
865,Arquivista,865:Arquivista
970,Audiência,970:Audiência
210,Concessão,210:Concessão
817,Concessão,817:Concessão
11023,Concessão,11023:Concessão
51,Conclusão,51:Conclusão
12266,Confirmada,12266:Confirmada
12283,Confirmada,12283:Confirmada
12288,Confirmada,12288:Confirmada
7,Conversão,7:Conversão
11021,Conversão,11021:Conversão
824,Definitiva,824:Definitiva
246,Definitivo,246:Definitivo
12147,Domiciliar,12147:Domiciliar
456,Extinção,456:Extinção
12322,Favorável,12322:Favorável
12531,Frutífera,12531:Frutífera
12533,Frutífera,12533:Frutífera
12535,Frutífera,12535:Frutífera
12540,Frutífera,12540:Frutífera
12524,Juiz Leigo,12524:Juiz Leigo
193,Julgamento,193:Julgamento
1,Magistrado,1:Magistrado
12527,Mediação,12527:Mediação
12300,Nomeação,12300:Nomeação
12753,Preliminar,12753:Preliminar
353,Preventiva,353:Preventiva
358,Preventiva,358:Preventiva
10953,Pronúncia,10953:Pronúncia
237,Provimento,237:Provimento
138,Rejeição,138:Rejeição
12327,Respondida,12327:Respondida
12178,Retificada,12178:Retificada
12171,Retificado,12171:Retificado
12275,Retificado,12275:Retificado
442,Segurança,442:Segurança
446,Segurança,446:Segurança
450,Segurança,450:Segurança
12274,Sobrestado,12274:Sobrestado
12172,Suspensão,12172:Suspensão
12179,Suspensão,12179:Suspensão
135,Apensamento,135:Apensamento
12523,Conciliador,12523:Conciliador
12444,Deferimento,12444:Deferimento
212,Denegação,212:Denegação
105,Devolução,105:Devolução
12264,Eletrônica,12264:Eletrônica
12286,Eletrônica,12286:Eletrônica
444,Habeas Data,444:Habeas Data
448,Habeas Data,448:Habeas Data
452,Habeas Data,452:Habeas Data
12150,Impedimento,12150:Impedimento
12263,Intimação,12263:Intimação
12166,Precatório,12166:Precatório
12459,Prejudicado,12459:Prejudicado
823,Provisória,823:Provisória
245,Provisório,245:Provisório
115,Recebimento,115:Recebimento
132,Recebimento,132:Recebimento
160,Recebimento,160:Recebimento
977,Recebimento,977:Recebimento
979,Recebimento,979:Recebimento
981,Recebimento,981:Recebimento
157,Revogação,157:Revogação
12151,Suspeição,12151:Suspeição
352,Temporária,352:Temporária
357,Temporária,357:Temporária
12739,Admonitória,12739:Admonitória
228,Arquivamento,228:Arquivamento
861,Arquivamento,861:Arquivamento
12430,Arquivamento,12430:Arquivamento
12289,Cancelamento,12289:Cancelamento
12256,Continência,12256:Continência
12742,De Custódia,12742:De Custódia
11,Declaração,11:Declaração
463,Desistência,463:Desistência
1053,Destinação,1053:Destinação
18,Distribuidor,18:Distribuidor
275,Força Maior,275:Força Maior
10961,Impronúncia,10961:Impronúncia
12532,Infrutífera,12532:Infrutífera
12534,Infrutífera,12534:Infrutífera
12536,Infrutífera,12536:Infrutífera
12538,Infrutífera,12538:Infrutífera
12539,Infrutífera,12539:Infrutífera
11878,Prescrição,11878:Prescrição
219,Procedência,219:Procedência
12451,Procedência,12451:Procedência
92,Publicação,92:Publicação
849,Reativação,849:Reativação
12029,Recebe Teste,12029:Recebe Teste
12428,Reclamação,12428:Reclamação
1008,Autorização,1008:Autorização
1055,Cadastramento,1055:Cadastramento
12526,Conciliação,12526:Conciliação
12528,Conciliação,12528:Conciliação
12530,Conciliação,12530:Conciliação
12751,De Julgamento,12751:De Julgamento
12752,De Mediação,12752:De Mediação
12324,Desfavorável,12324:Desfavorável
12267,Em Audiência,12267:Em Audiência
12746,Em Execução,12746:Em Execução
12268,Em Secretaria,12268:Em Secretaria
443,Habeas Corpus,443:Habeas Corpus
447,Habeas Corpus,447:Habeas Corpus
451,Habeas Corpus,451:Habeas Corpus
378,Homologação,378:Homologação
12455,Indeferimento,12455:Indeferimento
12280,Interrupção,12280:Interrupção
821,Pena / Medida,821:Pena / Medida
12173,Pequeno Valor,12173:Pequeno Valor
12206,Ratificação,12206:Ratificação
14,Serventuário,14:Serventuário
12741,De Acolhimento,12741:De Acolhimento
12748,De Instrução,12748:De Instrução
12749,De Instrução,12749:De Instrução
137,Desapensamento,137:Desapensamento
1013,Determinação,1013:Determinação
26,Distribuição,26:Distribuição
12474,Distribuição,12474:Distribuição
220,Improcedência,220:Improcedência
12453,Improcedência,12453:Improcedência
371,Incompetência,371:Incompetência
941,Incompetência,941:Incompetência
207,Não-Admissão,207:Não-Admissão
12537,Não-Realizada,12537:Não-Realizada
12618,Remessa Cejusc,12618:Remessa Cejusc
928,Republicação,928:Republicação
12303,Defensor Dativo,12303:Defensor Dativo
893,Desarquivamento,893:Desarquivamento
11010,Mero Expediente,11010:Mero Expediente
1042,Morte Do Agente,1042:Morte Do Agente
968,Não-Concessão,968:Não-Concessão
239,Não-Provimento,239:Não-Provimento
12204,Pedido De Vista,12204:Pedido De Vista
12325,Perda Do Objeto,12325:Perda Do Objeto
11383,Ato Ordinatório,11383:Ato Ordinatório
870,Autos Eliminados,870:Autos Eliminados
22,Baixa Definitiva,22:Baixa Definitiva
1052,Bens Apreendidos,1052:Bens Apreendidos
12652,Contas Aprovadas,12652:Contas Aprovadas
12740,De Conciliação,12740:De Conciliação
1051,Decurso De Prazo,1051:Decurso De Prazo
12269,Desentranhamento,12269:Desentranhamento
12261,Emenda A Inicial,12261:Emenda A Inicial
12262,Emenda A Inicial,12262:Emenda A Inicial
11423,Medida Protetiva,11423:Medida Protetiva
11424,Medida Protetiva,11424:Medida Protetiva
11425,Medida Protetiva,11425:Medida Protetiva
11426,Medida Protetiva,11426:Medida Protetiva
163,Não-Recebimento,163:Não-Recebimento
12163,Outras Decisões,12163:Outras Decisões
12164,Outras Decisões,12164:Outras Decisões
1048,Perdão Judicial,1048:Perdão Judicial
430,Recurso Especial,430:Recurso Especial
433,Recurso Especial,433:Recurso Especial
36,Redistribuição,36:Redistribuição
1009,Trabalho Externo,1009:Trabalho Externo
458,Abandono Da Causa,458:Abandono Da Causa
12260,Autos Restaurados,12260:Autos Restaurados
12744,De Justificação,12744:De Justificação
945,Decisão Anterior,945:Decisão Anterior
990,Direito De Visita,990:Direito De Visita
867,Guarda Permanente,867:Guarda Permanente
311,Leilão Ou Praça,311:Leilão Ou Praça
12142,Mudança De Parte,12142:Mudança De Parte
12202,Questão De Ordem,12202:Questão De Ordem
897,Retirada De Pauta,897:Retirada De Pauta
884,Transação Penal,884:Transação Penal
12615,Composição Civil,12615:Composição Civil
12743,De Interrogatório,12743:De Interrogatório
12290,Documento Expedido,12290:Documento Expedido
417,Inclusão Em Pauta,417:Inclusão Em Pauta
12104,Inclusão Em Pauta,12104:Inclusão Em Pauta
12664,Movimentar Partido,12664:Movimentar Partido
12477,Não-Homologação,12477:Não-Homologação
12208,Não-Ratificação,12208:Não-Ratificação
12148,Prisão Domiciliar,12148:Prisão Domiciliar
431,Recurso De Revista,431:Recurso De Revista
434,Recurso De Revista,434:Recurso De Revista
12445,Recurso Ordinário,12445:Recurso Ordinário
12456,Recurso Ordinário,12456:Recurso Ordinário
1010,Saída Temporária,1010:Saída Temporária
11415,Comutação Da Pena,11415:Comutação Da Pena
214,Concessão Em Parte,214:Concessão Em Parte
888,Concessão Em Parte,888:Concessão Em Parte
12653,Contas Desaprovadas,12653:Contas Desaprovadas
1050,Cumprimento Da Pena,1050:Cumprimento Da Pena
12276,Cumprimento Da Pena,12276:Cumprimento Da Pena
355,Depositário Infiel,355:Depositário Infiel
12315,Devolvidos Os Autos,12315:Devolvidos Os Autos
12167,Enviada Ao Tribunal,12167:Enviada Ao Tribunal
12174,Enviada Ao Tribunal,12174:Enviada Ao Tribunal
11385,Execução Iniciada,11385:Execução Iniciada
12323,Favorável Em Parte,12323:Favorável Em Parte
12649,Homologado O Pedido,12649:Homologado O Pedido
12182,Liberdade Assistida,12182:Liberdade Assistida
12359,Liminar Prejudicada,12359:Liminar Prejudicada
104,Oficial De Justiça,104:Oficial De Justiça
12656,Partido Movimentado,12656:Partido Movimentado
12657,Partido Movimentado,12657:Partido Movimentado
12311,Pedido De Inclusão,12311:Pedido De Inclusão
238,Provimento Em Parte,238:Provimento Em Parte
230,Recurso Prejudicado,230:Recurso Prejudicado
11801,Reparação Do Dano,11801:Reparação Do Dano
12181,Reparação Do Dano,12181:Reparação Do Dano
12328,Respondida Em Parte,12328:Respondida Em Parte
389,Aditamento Da Queixa,389:Aditamento Da Queixa
400,Aditamento Da Queixa,400:Aditamento Da Queixa
390,Aditamento Do Libelo,390:Aditamento Do Libelo
799,Aditamento Do Libelo,799:Aditamento Do Libelo
12301,Advogado Voluntário,12301:Advogado Voluntário
12522,Auxiliar Da Justiça,12522:Auxiliar Da Justiça
1054,Destinação Parcial,1054:Destinação Parcial
12145,Detração/Remição,12145:Detração/Remição
12189,Entrega De Documento,12189:Entrega De Documento
971,Exceção Da Verdade,971:Exceção Da Verdade
11016,Exceção Da Verdade,11016:Exceção Da Verdade
276,Execução Frustrada,276:Execução Frustrada
12265,Expedida/Certificada,12265:Expedida/Certificada
12282,Expedida/Certificada,12282:Expedida/Certificada
12287,Expedida/Certificada,12287:Expedida/Certificada
12304,Intérprete/Tradutor,12304:Intérprete/Tradutor
988,Permissão De Saída,988:Permissão De Saída
12168,Preparada Para Envio,12168:Preparada Para Envio
12175,Preparada Para Envio,12175:Preparada Para Envio
175,Prisão Em Flagrante,175:Prisão Em Flagrante
12452,Procedência Parcial,12452:Procedência Parcial
12214,Processo Encaminhado,12214:Processo Encaminhado
12212,Prorrogação De Pad,12212:Prorrogação De Pad
1014,Regressão De Regime,1014:Regressão De Regime
12252,Sentença Confirmada,12252:Sentença Confirmada
848,Trânsito Em Julgado,848:Trânsito Em Julgado
394,Com Efeito Suspensivo,394:Com Efeito Suspensivo
335,De Pré-Executividade,335:De Pré-Executividade
12213,Decisão Monocrática,12213:Decisão Monocrática
12198,Deliberado Em Sessão,12198:Deliberado Em Sessão
866,Guarda Intermediária,866:Guarda Intermediária
12183,Justiça Restaurativa,12183:Justiça Restaurativa
818,Liberdade Provisória,818:Liberdade Provisória
12146,Liberdade Provisória,12146:Liberdade Provisória
11384,Liquidação Iniciada,11384:Liquidação Iniciada
445,Mandado De Injunção,445:Mandado De Injunção
449,Mandado De Injunção,449:Mandado De Injunção
453,Mandado De Injunção,453:Mandado De Injunção
12316,Notificação Inicial,12316:Notificação Inicial
898,Por Decisão Judicial,898:Por Decisão Judicial
221,Procedência Em Parte,221:Procedência Em Parte
1002,Progressão De Regime,1002:Progressão De Regime
12621,Recebimento No Cejusc,12621:Recebimento No Cejusc
12614,Remessa Para O Cejusc,12614:Remessa Para O Cejusc
1044,Retroatividade De Lei,1044:Retroatividade De Lei
1059,Sem Efeito Suspensivo,1059:Sem Efeito Suspensivo
12033,Sentença Estrangeira,12033:Sentença Estrangeira
480,Atualização De Conta,480:Atualização De Conta
270,Convenção Das Partes,270:Convenção Das Partes
11013,Convenção Das Partes,11013:Convenção Das Partes
12467,Desistência De Pedido,12467:Desistência De Pedido
493,Entrega Em Carga/Vista,493:Entrega Em Carga/Vista
11011,Homologada A Remissão,11011:Homologada A Remissão
11394,Homologada A Remissão,11394:Homologada A Remissão
819,Livramento Condicional,819:Livramento Condicional
1004,Livramento Condicional,1004:Livramento Condicional
11792,Livramento Condicional,11792:Livramento Condicional
118,Protocolo De Petição,118:Protocolo De Petição
12210,Ratificação Em Parte,12210:Ratificação Em Parte
12188,Recambiamento De Preso,12188:Recambiamento De Preso
12619,Recebimento Do Cejusc ,12619:Recebimento Do Cejusc 
12041,Recuperação Judicial,12041:Recuperação Judicial
1047,Retratação Do Agente,1047:Retratação Do Agente
1015,Suspensão Do Processo,1015:Suspensão Do Processo
388,Aditamento Da Denúncia,388:Aditamento Da Denúncia
399,Aditamento Da Denúncia,399:Aditamento Da Denúncia
332,Antecipação De Tutela,332:Antecipação De Tutela
347,Antecipação De Tutela,347:Antecipação De Tutela
785,Antecipação De Tutela,785:Antecipação De Tutela
889,Antecipação De Tutela,889:Antecipação De Tutela
473,Ausência Do Reclamante,473:Ausência Do Reclamante
464,Ação Intransmissível,464:Ação Intransmissível
12651,Contas Não Prestação,12651:Contas Não Prestação
12307,Decretação De Revelia,12307:Decretação De Revelia
944,Desistência De Recurso,944:Desistência De Recurso
11374,Devedor Não Encontrado,11374:Devedor Não Encontrado
236,Negação De Seguimento,236:Negação De Seguimento
901,Negação De Seguimento,901:Negação De Seguimento
12037,Quebra De Sigilo Fiscal,12037:Quebra De Sigilo Fiscal
429,Recurso Extraordinário,429:Recurso Extraordinário
432,Recurso Extraordinário,432:Recurso Extraordinário
12678,Registro De Candidatura,12678:Registro De Candidatura
12709,Registro De Candidatura,12709:Registro De Candidatura
133,Acolhimento De Exceção,133:Acolhimento De Exceção
11382,Bloqueio/Penhora On Line,11382:Bloqueio/Penhora On Line
960,Conflito De Competência,960:Conflito De Competência
11012,Conflito De Competência,11012:Conflito De Competência
478,Cálculo De Liquidação,478:Cálculo De Liquidação
12272,Declinada A Competência,12272:Declinada A Competência
873,Deliberação Em Sessão,873:Deliberação Em Sessão
11008,Desmembramento De Feitos,11008:Desmembramento De Feitos
12745,Do Art. 16 Da Lei 11.340,12745:Do Art. 16 Da Lei 11.340
12429,Embargos De Divergência,12429:Embargos De Divergência
60,Expedição De Documento,60:Expedição De Documento
12475,Habeas Corpus De Ofício,12475:Habeas Corpus De Ofício
12650,Não Homologado O Pedido,12650:Não Homologado O Pedido
947,Por Pendência De Airesp,947:Por Pendência De Airesp
12141,Relaxamento Do Flagrante,12141:Relaxamento Do Flagrante
12308,Substituição/Sucessão,12308:Substituição/Sucessão
12281,Comunicação Eletrônica,12281:Comunicação Eletrônica
462,Convenção De Arbitragem,462:Convenção De Arbitragem
12273,Convertido Em Diligência,12273:Convertido Em Diligência
202,Decretação De Falência,202:Decretação De Falência
172,Deliberação Da Partilha,172:Deliberação Da Partilha
122,Desacolhimento De Prisão,122:Desacolhimento De Prisão
12040,Indisponibilidade De Bens,12040:Indisponibilidade De Bens
266,Julgamento Em Diligência,266:Julgamento Em Diligência
11022,Julgamento Em Diligência,11022:Julgamento Em Diligência
12768,Manutenção De Acórdão,12768:Manutenção De Acórdão
12291,Movimentação Processual,12291:Movimentação Processual
12165,Requisição De Pagamento,12165:Requisição De Pagamento
12254,Sentença Desconstituída,12254:Sentença Desconstituída
1043,"Anistia, Graça Ou Indulto","1043:Anistia, Graça Ou Indulto"
12624,Audiência Do Art. 334 Cpc,12624:Audiência Do Art. 334 Cpc
385,Com Resolução Do Mérito,385:Com Resolução Do Mérito
11879,Decadência Ou Perempção,11879:Decadência Ou Perempção
12320,Denegação De Prevenção,12320:Denegação De Prevenção
12295,Depósito De Bens/Dinheiro,12295:Depósito De Bens/Dinheiro
973,Extinção Da Punibilidade,973:Extinção Da Punibilidade
269,Impedimento Ou Suspeição,269:Impedimento Ou Suspeição
940,Impedimento Ou Suspeição,940:Impedimento Ou Suspeição
12450,Impugnação À Execução,12450:Impugnação À Execução
11378,Incompetência Territorial,11378:Incompetência Territorial
12115,Para Julgamento De Mérito,12115:Para Julgamento De Mérito
12116,Para Julgamento De Mérito,12116:Para Julgamento De Mérito
12038,Quebra De Sigilo Bancário,12038:Quebra De Sigilo Bancário
11983,Retificação De Movimento,11983:Retificação De Movimento
218,Sem Resolução De Mérito,218:Sem Resolução De Mérito
12427,Agravo Em Recurso Especial ,12427:Agravo Em Recurso Especial 
12473,Agravo Em Recurso Especial ,12473:Agravo Em Recurso Especial 
12750,De Instrução E Julgamento,12750:De Instrução E Julgamento
374,Exceção De Incompetência,374:Exceção De Incompetência
12319,Não Conhecimento Do Pedido,12319:Não Conhecimento Do Pedido
11975,Recurso Especial Repetitivo,11975:Recurso Especial Repetitivo
12312,Retirar Pedido De Inclusão,12312:Retirar Pedido De Inclusão
25,Suspensão Ou Sobrestamento,25:Suspensão Ou Sobrestamento
11025,Suspensão Ou Sobrestamento,11025:Suspensão Ou Sobrestamento
12297,Atribuição De Competência,12297:Atribuição De Competência
12616,Composição Civil Dos Danos,12616:Composição Civil Dos Danos
465,Confusão Entre Autor E Réu,465:Confusão Entre Autor E Réu
117,Decretação De Internação,117:Decretação De Internação
12769,Desclassificação De Delito,12769:Desclassificação De Delito
12149,Detração/Remição Da Pena,12149:Detração/Remição Da Pena
869,Entrega Definitiva Dos Autos,869:Entrega Definitiva Dos Autos
466,Homologação De Transação,466:Homologação De Transação
268,Morte Ou Perda Da Capacidade,268:Morte Ou Perda Da Capacidade
235,Não Conhecimento De Recurso,235:Não Conhecimento De Recurso
972,Provimento (Art. 557 Do Cpc),972:Provimento (Art. 557 Do Cpc)
12039,Quebra De Sigilo Telemático,12039:Quebra De Sigilo Telemático
190,Reforma De Decisão Anterior,190:Reforma De Decisão Anterior
313,Sessão Do Tribunal Do Júri,313:Sessão Do Tribunal Do Júri
12144,Unificação E Soma De Penas,12144:Unificação E Soma De Penas
12446,Afetação Tornada Sem Efeito,12446:Afetação Tornada Sem Efeito
12298,Cancelamento De Dívida Ativa,12298:Cancelamento De Dívida Ativa
113,Decretação De Prisão Civil,113:Decretação De Prisão Civil
12648,Determinação De Diligência,12648:Determinação De Diligência
10966,Mudança De Classe Processual,10966:Mudança De Classe Processual
12305,Outros Auxiliares De Justiça,12305:Outros Auxiliares De Justiça
1049,Pagamento Integral Do Débito,1049:Pagamento Integral Do Débito
12682,Provimento (Registro Cassado),12682:Provimento (Registro Cassado)
12318,Reconhecimento De Prevenção,12318:Reconhecimento De Prevenção
56,Requisição De Informações,56:Requisição De Informações
11020,Requisição De Informações,11020:Requisição De Informações
263,Réu Revel Citado Por Edital ,263:Réu Revel Citado Por Edital 
12253,Sentença Confirmada Em Parte,12253:Sentença Confirmada Em Parte
12697,Acolhimento (Registro Cassado),12697:Acolhimento (Registro Cassado)
83,Cancelamento Da Distribuição,83:Cancelamento Da Distribuição
488,Cancelamento De Distribuição,488:Cancelamento De Distribuição
12186,Cancelamento De Distribuição,12186:Cancelamento De Distribuição
12294,Comparecimento Do Réu/Apenado,12294:Comparecimento Do Réu/Apenado
12654,Contas Aprovadas Com Ressalvas,12654:Contas Aprovadas Com Ressalvas
12646,Determinada A Redistribuição,12646:Determinada A Redistribuição
12457,Expedição De Precatório/Rpv,12457:Expedição De Precatório/Rpv
279,Incidente De Insanidade Mental,279:Incidente De Insanidade Mental
11017,Incidente De Insanidade Mental,11017:Incidente De Insanidade Mental
12143,Mudança De Assunto Processual,12143:Mudança De Assunto Processual
208,Não-Decretação De Falência,208:Não-Decretação De Falência
12332,Prorrogado Prazo De Conclusão,12332:Prorrogado Prazo De Conclusão
12679,Provimento (Registro Deferido),12679:Provimento (Registro Deferido)
1016,Suspensão Condicional Da Pena,1016:Suspensão Condicional Da Pena
1017,Suspensão Condicional Da Pena,1017:Suspensão Condicional Da Pena
12694,Acolhimento (Registro Deferido),12694:Acolhimento (Registro Deferido)
151,Concessão De Efeito Suspensivo,151:Concessão De Efeito Suspensivo
788,Exceção De Pré-Executividade,788:Exceção De Pré-Executividade
63,Ordenação De Entrega De Autos,63:Ordenação De Entrega De Autos
11019,Ordenação De Entrega De Autos,11019:Ordenação De Entrega De Autos
12681,Provimento (Registro Cancelado),12681:Provimento (Registro Cancelado)
455,Renúncia Ao Direito Pelo Autor,455:Renúncia Ao Direito Pelo Autor
12314,Retirar Pedido De Pauta Virtual,12314:Retirar Pedido De Pauta Virtual
12658,Sistema De Candidaturas Fechado,12658:Sistema De Candidaturas Fechado
12696,Acolhimento (Registro Cancelado),12696:Acolhimento (Registro Cancelado)
11376,Ausência Do Autor À Audiência,11376:Ausência Do Autor À Audiência
12028,Cumprimento De Transação Penal,12028:Cumprimento De Transação Penal
108,Decretação De Prisão Criminal,108:Decretação De Prisão Criminal
12472,Devolução Dos Autos À Origem ,12472:Devolução Dos Autos À Origem 
12215,Processo Devolvido À Secretaria,12215:Processo Devolvido À Secretaria
